FoodID,NutrientID,NutrientValue,NutrientSourceID,NutrientDateOfEntry
61,212,0.01,0,2004-04-02
61,213,5.01,0,2009-07-02
61,214,0.01,0,2004-04-02
61,221,0,0,1997-05-01
61,255,89.21,0,2010-03-22
61,262,0,0,2002-08-22
61,263,0,0,2002-08-22
61,268,210,0,2010-03-22
61,269,5.06,0,2009-07-02
61,287,0.02,0,2004-04-02
61,291,0,0,1997-05-01
61,301,120,0,2010-03-22
61,303,0.02,0,2010-03-22
61,304,11,0,2010-03-22
61,305,92,0,2010-03-22
61,306,140,0,2010-03-22
61,307,47,0,2010-03-22
61,309,0.48,0,2010-03-22
61,312,0.006,0,2010-03-22
61,315,0.014,0,2010-03-22
61,317,2.5,0,2009-07-02
61,319,63,1,2009-01-14
61,321,4,0,2010-03-22
61,323,0.03,0,2004-04-02
61,324,40,1,2010-04-15
61,339,1,1,2010-04-15
61,401,0.2,0,2004-03-31
61,404,0.039,0,2009-07-02
61,405,0.185,0,2009-07-02
61,406,0.092,0,2009-07-02
61,409,0.792,4,2013-05-22
61,410,0.356,0,2009-07-02
61,415,0.038,0,2009-07-02
61,417,5,0,2009-07-02
61,418,0.53,0,2010-03-22
61,430,0.2,0,2009-07-02
61,431,0,0,2002-08-22
61,501,0.042,0,2013-05-22
61,502,0.141,0,2013-05-22
61,503,0.171,0,2013-05-22
61,504,0.313,0,2013-05-22
61,505,0.276,0,2013-05-22
61,506,0.087,0,2013-05-22
61,507,0.02,0,2013-05-22
61,508,0.171,0,2013-05-22
61,509,0.167,0,2013-05-22
61,510,0.216,0,2013-05-22
61,511,0.094,0,2013-05-22
61,512,0.1,0,2013-05-22
61,513,0.112,0,2013-05-22
61,514,0.283,0,2013-05-22
61,515,0.742,0,2013-05-22
61,516,0.065,0,2013-05-22
61,517,0.326,0,2013-05-22
61,518,0.199,0,2010-03-25
61,601,8,0,2002-12-04
61,605,0.085,0,2012-11-04
61,606,1.257,0,2012-09-05
61,607,0.077,0,2012-09-06
61,608,0.04,0,2012-09-06
61,609,0.02,0,2012-09-05
61,610,0.049,0,2012-09-05
61,611,0.006,0,2012-09-05
61,612,0.175,0,2012-09-05
61,613,0.558,0,2012-09-05
61,614,0.243,0,2012-09-05
61,615,0.004,0,2012-09-05
61,617,0.508,0,2012-11-04
61,618,0.062,0,2012-11-04
61,619,0.008,0,2012-11-04
61,620,0,0,2012-09-06
61,621,0,0,2007-08-13
61,624,0.002,0,2012-09-05
61,625,0.015,0,2012-09-05
61,626,0.027,0,2012-11-04
61,627,0,0,2009-07-02
61,628,0.008,3,2009-06-17
61,629,0,0,2007-08-13
61,630,0,0,2012-09-05
61,631,0,0,2012-02-21
61,636,0,4,2008-09-19
61,638,0,0,2004-04-02
61,645,0.56,0,2012-11-04
61,646,0.073,0,2012-11-04
61,652,0.02,0,2012-09-05
61,653,0.011,0,2012-09-05
61,806,5,0,2009-07-02
61,811,0,0,2004-04-02
61,812,0,0,2004-04-02
61,813,0,0,2004-04-02
61,814,63,1,2009-01-26
61,815,5,4,2005-01-17
61,816,0,0,2005-03-22
61,818,0.078,0,2012-09-05
61,819,0.007,0,2012-09-05
61,821,0.027,0,2012-09-05
61,824,0.43,0,2012-09-05
61,825,0.055,0,2012-09-05
61,826,0.005,0,2012-09-05
61,827,0.003,0,2012-09-05
61,828,0,0,2005-03-22
61,829,0.078,0,2012-11-04
61,831,0.008,0,2012-09-05
61,833,0.004,0,2012-09-05
61,834,0,0,2005-03-22
61,835,0,0,2005-03-22
61,836,0,0,2005-03-22
61,837,0,0,2005-03-22
61,855,0,0,2012-09-06
61,859,0.007,0,2012-11-04
61,861,0,12,2009-04-27
61,862,16.4,0,2009-07-02
61,863,0.9,0,2010-06-11
61,874,0,12,2015-02-19
61,875,0,12,2015-02-19
61,876,0,12,2015-04-16
129,203,12.87,102,2010-04-29
129,204,14.81,102,2010-04-29
129,205,1.11,102,2010-04-29
129,207,1.54,102,2010-04-29
129,208,193,102,2010-04-29
129,210,0.12,102,2004-04-02
129,211,0.229,102,2010-04-29
129,212,0.12,102,2010-04-29
129,213,0.12,102,2004-04-02
129,214,0.12,102,2004-04-02
129,221,0,102,2004-04-02
129,255,69.67,102,2010-04-29
129,262,0,102,2004-04-02
129,263,0,102,2004-04-02
129,268,807,102,2010-04-29
129,269,0.84,102,2010-04-29
129,287,0.12,102,2004-04-02
129,291,0,12,1997-05-01
129,301,49,102,2010-04-29
129,303,1.15,102,2010-04-29
129,304,10,102,2010-04-29
129,305,137,102,2010-04-29
129,306,125,102,2010-04-29
129,307,329,102,2010-04-29
129,309,1.26,102,2010-04-29
129,312,0.06,102,2010-04-29
129,315,0.053,102,2010-04-29
129,317,37.3,102,2010-04-29
129,319,246,102,2010-04-29
129,321,30,102,2010-04-29
129,323,3.42,102,2010-04-29
129,324,89,102,2010-04-29
129,339,2.2,102,2010-04-29
129,401,0,102,2010-04-29
129,404,0.066,102,2010-04-29
129,405,0.513,102,2010-04-29
129,406,0.121,102,2010-04-29
129,409,2.974,4,2014-06-26
129,410,2.659,102,2010-04-29
129,415,0.075,102,2010-04-29
129,417,59,102,2010-04-29
129,418,1.765,102,2010-04-29
129,430,4.8,102,2010-04-29
129,431,0,102,2002-08-23
129,501,0.171,102,2014-06-26
129,502,0.569,102,2014-06-26
129,503,0.688,102,2014-06-26
129,504,1.113,102,2014-06-26
129,505,0.935,102,2014-06-26
129,506,0.389,102,2014-06-26
129,507,0.278,102,2014-06-26
129,508,0.696,102,2014-06-26
129,509,0.512,102,2014-06-26
129,510,0.88,102,2014-06-26
129,511,0.839,102,2014-06-26
129,512,0.317,102,2014-06-26
129,513,0.752,102,2014-06-26
129,514,1.36,102,2014-06-26
129,515,1.718,102,2014-06-26
129,516,0.442,102,2014-06-26
129,517,0.528,102,2014-06-26
129,518,0.994,102,2014-06-26
129,601,399,102,2010-04-29
129,605,0.075,102,2012-09-04
129,606,4.008,102,2010-04-29
129,607,0,102,1997-05-01
129,608,0,102,1997-05-01
129,609,0.001,102,2010-04-29
129,610,0.001,102,2010-04-29
129,611,0.022,102,2010-04-29
129,612,0.046,102,2010-04-29
129,613,2.761,102,2010-04-29
129,614,1.111,102,2010-04-29
129,615,0.003,102,2010-04-29
129,617,5.881,102,2010-04-29
129,618,2.261,102,2010-04-29
129,619,0.324,102,2010-04-29
129,620,0.17,102,2010-04-29
129,621,0.078,102,2010-04-29
129,624,0,102,2010-04-29
129,625,0.007,102,2010-04-29
129,626,0.355,102,2010-04-29
129,627,0.003,102,2010-04-29
129,628,0.056,102,2010-04-29
129,629,0.002,102,2010-04-29
129,630,0.001,102,2010-04-29
129,631,0.009,102,2010-04-29
129,636,0,102,2010-04-29
129,638,0,102,2010-04-29
129,645,6.33,102,2010-04-29
129,646,2.877,102,2010-04-29
129,652,0.007,102,2010-04-29
129,653,0.021,102,2010-04-29
129,654,0.004,102,2010-04-29
129,806,59,102,2010-04-29
129,814,248,102,2010-04-29
129,815,59,102,2010-04-29
129,816,0,102,2010-04-29
129,817,0.007,102,2010-04-29
129,818,0.045,102,2010-04-29
129,820,0.007,102,2010-04-29
129,821,0.344,102,2010-04-29
129,823,0.012,102,2010-04-29
129,824,4.108,102,2010-04-29
129,825,2.13,102,2010-04-29
129,826,0.015,102,2010-04-29
129,827,0.018,102,2010-04-29
129,829,0.053,102,2010-04-29
129,831,0.294,102,2010-04-29
129,832,0.025,102,2010-04-29
129,833,0,102,2010-04-29
129,837,362,102,2012-05-25
129,838,0.015,102,2010-04-29
129,840,0,102,2010-04-29
129,841,0.003,102,2010-04-29
129,845,0.013,102,2010-04-29
129,846,0.007,102,2010-04-29
129,847,0,102,2010-04-29
129,849,0,102,2010-04-29
129,852,0,102,2010-04-29
129,853,0.019,102,2010-04-29
129,854,0.018,102,2010-04-29
129,855,0.17,102,2010-04-29
129,859,0.022,102,2010-04-29
129,861,0,102,2009-04-27
129,862,317.1,0,2013-05-22
129,863,0.3,0,2013-05-22
129,868,0.384,102,2010-04-29
129,869,2.358,102,2010-04-29
129,874,0,12,2015-03-30
129,875,0,12,2015-03-30
129,876,0,12,2015-03-30
415,203,0.9,0,2009-07-02
415,204,34,0,1997-05-01
415,205,22.4,0,1997-05-01
415,207,2,0,1997-05-01
415,208,389,0,1997-05-01
415,221,0,0,1997-05-01
415,255,40.8,0,2009-07-02
415,262,0,0,2003-03-07
415,263,0,0,2003-03-07
415,268,1628,0,2009-07-02
415,269,15.18,0,2003-10-20
415,291,0.4,0,2004-03-31
415,301,14,0,2000-12-05
415,303,0.2,0,2000-12-05
415,304,2,0,2000-12-05
415,305,26,0,2000-12-05
415,306,35,0,1997-05-01
415,307,1000,0,1997-05-01
415,309,0.81,0,2000-12-05
415,312,0.01,0,1997-05-01
415,317,1.6,0,2001-02-22
415,319,13,0,2004-01-28
415,321,94,0,2004-06-15
415,323,4,0,2002-08-23
415,324,4,0,2010-03-25
415,339,0.1,0,2010-03-25
415,401,0,0,1997-05-01
415,404,0.01,0,2000-12-05
415,405,0.02,0,2000-12-05
415,406,0.01,0,2000-12-05
415,409,0.227,4,2009-07-24
415,410,0,0,1997-05-01
415,415,0.02,0,2000-12-05
415,417,6,0,2000-12-05
415,418,0.21,0,2000-12-05
415,430,24.7,0,2004-04-02
415,431,0,0,2002-08-23
415,501,0.013,0,2009-07-02
415,502,0.049,0,2009-07-02
415,503,0.052,0,2009-07-02
415,504,0.077,0,2009-07-02
415,505,0.061,0,2009-07-02
415,506,0.023,0,2009-07-02
415,507,0.016,0,2009-07-02
415,508,0.039,0,2009-07-02
415,509,0.039,0,2009-07-02
415,510,0.055,0,2009-07-02
415,511,0.062,0,2009-07-02
415,512,0.022,0,2009-07-02
415,513,0.045,0,2009-07-02
415,514,0.075,0,2009-07-02
415,515,0.11,0,1997-05-01
415,516,0.027,0,2009-07-02
415,517,0.037,0,2009-07-02
415,518,0.075,0,2009-07-02
415,601,76,0,2009-07-02
415,606,5.1,0,1997-05-01
415,607,0,0,1997-05-01
415,608,0,0,1997-05-01
415,609,0,0,1997-05-01
415,610,0,0,1997-05-01
415,611,0,0,1997-05-01
415,612,0,0,1997-05-01
415,613,3.9,0,2009-07-02
415,614,1.2,0,1997-05-01
415,617,7.4,0,2009-07-02
415,618,18.1,0,2009-07-02
415,619,1.9,0,2009-07-02
415,620,0,0,1997-05-01
415,621,0,0,1997-05-01
415,626,0,0,1997-05-01
415,627,0,0,1997-05-01
415,628,0,0,1997-05-01
415,629,0,0,1997-05-01
415,630,0,0,1997-05-01
415,631,0,0,1997-05-01
415,636,75,0,1997-05-01
415,645,7.4,0,1997-05-01
415,646,20,0,1997-05-01
415,806,6,0,2002-08-23
415,814,22,0,2009-07-02
415,815,6,4,2005-01-17
415,827,0,12,2009-07-16
415,831,1.9,14,2008-12-11
415,832,0,12,2008-12-11
415,834,1,0,2005-03-22
415,835,27,0,2005-03-22
415,836,0,0,2005-03-22
415,837,87,0,2005-03-22
415,840,0,12,2010-06-02
415,852,0,12,2010-06-02
415,854,0,12,2009-04-29
415,855,0,12,2009-07-16
415,861,0,12,2009-04-29
415,862,14.6,0,2008-09-19
1415,203,8.32,6,2009-05-20
1415,204,4.24,6,2009-05-20
1415,205,78.58,6,2009-05-20
1415,207,3.07,6,2009-05-20
1415,208,386,2,2009-05-20
1415,221,0,12,1997-05-01
1415,255,5.8,6,2009-05-20
1415,262,0,12,2004-09-21
1415,263,0,12,2004-09-21
1415,268,1614,2,2009-05-20
1415,269,34.16,6,2009-05-20
1415,291,7.9,6,2009-05-20
1415,301,191,6,2009-05-20
1415,303,13.74,6,2009-05-20
1415,304,83,6,2009-05-20
1415,305,280,6,2009-05-20
1415,306,298,6,2009-05-20
1415,307,575,6,2009-05-20
1415,309,1.89,6,2009-05-20
1415,312,0.244,6,2009-05-20
1415,315,2.61,6,2009-05-20
1415,319,0,2,2002-11-13
1415,321,0,2,2002-11-13
1415,324,0,1,2004-08-11
1415,339,0,1,2004-08-11
1415,401,0.8,6,2009-05-20
1415,404,2.055,6,2009-05-20
1415,405,0.08,6,2009-05-20
1415,406,4.689,6,2009-05-20
1415,409,6.214,2,2009-05-20
1415,410,1.545,6,2009-05-20
1415,415,0.611,6,2009-05-20
1415,416,14.1,3,1997-05-01
1415,417,67,6,2009-05-20
1415,418,0,1,2009-05-20
1415,431,50,6,2009-06-04
1415,601,0,6,1997-05-01
1415,605,0,6,2009-05-20
1415,606,0.75,6,2009-05-20
1415,621,0,12,2009-04-09
1415,631,0,12,2009-05-27
1415,645,1.277,6,2009-05-20
1415,646,1.545,6,2009-05-20
1415,806,17,6,2009-06-04
1415,814,0,2,2005-02-18
1415,815,102,2,2009-06-04
1415,832,0,12,2009-05-27
1415,854,0,12,2009-05-27
1415,861,0,12,2009-05-27
2873,203,0.12,0,2005-04-05
2873,204,0.02,0,2009-07-02
2873,205,0,0,2004-03-31
2873,207,0.35,0,2009-07-02
2873,208,0,0,2010-05-21
2873,210,0,12,2005-03-22
2873,211,0,12,2005-03-22
2873,212,0,12,2005-03-22
2873,213,0,12,2005-03-22
2873,214,0,12,2005-03-22
2873,221,0,0,2004-04-02
2873,255,99.39,0,2009-07-02
2873,260,0,12,2005-03-22
2873,261,0,12,2005-03-22
2873,262,40,0,2009-07-02
2873,263,0,0,2004-04-02
2873,268,2,0,2009-07-02
2873,269,0,12,2003-11-14
2873,287,0,12,2005-03-22
2873,291,0,12,2009-07-22
2873,301,2,0,2009-07-02
2873,303,0.01,0,2009-07-02
2873,304,3,0,2009-07-02
2873,305,3,0,2009-07-02
2873,306,49,0,2009-07-02
2873,307,2,0,2009-07-02
2873,309,0.02,0,2005-04-05
2873,312,0.002,0,2005-04-05
2873,315,0.023,0,2009-07-02
2873,317,0,0,2009-07-02
2873,319,0,4,2002-11-13
2873,321,0,4,2002-11-13
2873,323,0.01,0,2005-04-05
2873,324,0,0,2010-03-25
2873,339,0,0,2010-03-25
2873,401,0,0,1997-05-01
2873,404,0.014,0,2009-07-02
2873,405,0.076,0,2009-07-02
2873,406,0.191,0,2009-07-02
2873,409,0.191,4,2010-04-22
2873,410,0.254,0,2009-07-02
2873,415,0.001,0,2009-07-02
2873,417,2,0,2009-07-02
2873,418,0,0,1997-05-01
2873,430,0.1,0,2006-06-21
2873,431,0,0,2009-07-02
2873,501,0,0,2005-03-22
2873,502,0.001,0,2005-03-22
2873,503,0.002,0,2005-03-22
2873,504,0.005,0,2005-03-22
2873,505,0.001,0,2005-03-22
2873,506,0,0,2005-03-22
2873,507,0.002,0,2005-03-22
2873,508,0.003,0,2005-03-22
2873,509,0.002,0,2005-03-22
2873,510,0.003,0,2005-03-22
2873,511,0.001,0,2005-03-22
2873,512,0.002,0,2005-03-22
2873,513,0.003,0,2005-03-22
2873,514,0.005,0,2005-03-22
2873,515,0.02,0,2005-03-22
2873,516,0.004,0,2005-03-22
2873,517,0.004,0,2005-03-22
2873,518,0.001,0,2005-03-22
2873,601,0,0,2009-07-02
2873,605,0,0,2004-04-28
2873,606,0.002,0,2005-04-05
2873,607,0,0,2009-07-02
2873,608,0,0,2009-07-02
2873,609,0,0,2009-07-02
2873,610,0,0,2009-07-02
2873,611,0,0,2009-07-02
2873,612,0,0,2009-07-02
2873,613,0.002,0,2005-04-05
2873,614,0,0,2009-07-02
2873,615,0,0,2009-07-02
2873,617,0,0,2009-07-02
2873,618,0.001,0,2005-04-05
2873,619,0,0,2009-07-02
2873,620,0,0,2009-07-02
2873,621,0,0,2009-07-02
2873,624,0,0,2009-07-02
2873,625,0,0,2009-07-02
2873,626,0,0,2009-07-02
2873,627,0,0,2009-07-02
2873,628,0,0,2009-07-02
2873,629,0,0,2009-07-02
2873,630,0,0,2009-07-02
2873,631,0,0,2009-07-02
2873,645,0.015,0,2009-07-02
2873,646,0.001,0,2005-04-05
2873,652,0,0,2009-07-02
2873,653,0,0,2009-07-02
2873,654,0,0,2009-07-02
2873,802,0,12,2005-03-22
2873,803,0,12,2005-03-22
2873,806,2,0,2009-07-02
2873,810,0,12,2008-07-15
2873,811,0,0,2005-03-22
2873,812,0.01,0,2005-03-22
2873,813,0,0,2005-03-22
2873,814,0,0,2004-03-11
2873,815,2,4,2005-01-17
2873,818,0,0,2005-03-22
2873,823,0,0,2005-03-22
2873,824,0.015,0,2009-07-02
2873,826,0,0,2005-03-22
2873,827,0,0,2005-03-22
2873,829,0,0,2005-03-22
2873,830,0,0,2005-03-22
2873,831,0,0,2005-03-22
2873,832,0,0,2005-03-22
2873,833,0,0,2005-03-22
2873,834,0,0,2005-03-22
2873,835,0,0,2005-03-22
2873,836,0,0,2005-03-22
2873,837,0,0,2005-03-22
2873,854,0,12,2009-06-23
2873,861,0,12,2009-06-23
2873,862,2.6,0,2010-05-21
2880,203,5.29,0,2009-07-02
2880,204,15.87,0,2009-07-02
2880,205,74.04,0,2009-07-02
2880,207,3.1,0,1997-05-01
2880,208,460,0,2009-07-02
2880,221,0,0,2009-07-02
2880,255,1.7,0,1997-05-01
2880,262,360,0,2009-07-02
2880,263,294,0,2009-07-02
2880,268,1925,0,2009-07-02
2880,269,58.2,0,2006-10-18
2880,291,1.9,0,2009-07-02
2880,301,271,0,2004-03-31
2880,303,0,0,2009-07-02
2880,304,68,0,1997-05-01
2880,305,251,0,1997-05-01
2880,306,1033,0,1997-05-01
2880,307,317,0,2009-07-02
2880,309,0.96,0,1997-05-01
2880,312,0.435,0,2009-07-02
2880,315,0.445,0,2009-07-02
2880,317,6.2,0,2009-07-02
2880,319,0,0,2009-07-02
2880,321,2,0,2009-07-02
2880,323,0,0,2009-07-02
2880,324,0,0,2010-03-25
2880,339,0,0,2010-03-25
2880,401,0.6,0,2009-07-02
2880,404,0.031,0,2009-07-02
2880,405,0.028,0,2009-07-02
2880,406,2.263,0,2009-07-02
2880,409,3.046,4,2009-07-24
2880,410,0.052,0,2009-07-02
2880,415,0.055,0,2009-07-02
2880,417,9,0,2009-07-02
2880,418,0.45,0,2009-07-02
2880,430,1.5,0,2009-07-02
2880,431,0,0,2009-07-02
2880,501,0.047,0,2004-03-31
2880,502,0.121,0,2004-03-31
2880,503,0.12,0,1997-05-01
2880,504,0.208,0,2004-03-31
2880,505,0.146,0,2004-03-31
2880,506,0.026,0,2004-03-31
2880,507,0.051,0,2004-03-31
